hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
PAD1289,✔,✔,✔,✔,✔,✖,✖,AL MAQTAA HEALTHCARE CENTER PHARMACY,مركز المقطع الصحي,ABU DHABI,PHARMACY,SEHA,02-811 3851,AHS,30th St. Khaleej Al Rabi Maqta Road Abu Dhabi
PAUH200,✔,✔,✔,✔,✔,✔,✔,AL MARINA PHAMACY L.L.C BRANCH 1,Al Marina Pharmacy,ABU DHABI,PHARMACY,AL AMEEN AUH,25503115,"M-37, SANAYA","M-37,Near to Progoti Exchange,
 Sanaya, Industrial Area, Musaffah, Abu Dhabi."
BA28,✔,✔,✔,✔,✔,✔,✔,AL MARINA PHARMACY,Al Marina Pharmacy,ABU DHABI,PHARMACY,AL AMEEN AUH,26343454,NAJDA STREET,"Shop No.4,Near to sana household,Al Danah,
 Najda Street, Abu Dhabi."
BA08,✔,✔,✔,✔,✔,✔,✔,AL MAZROUI PHARMACY,Al Mazroui Pharmacy,ABU DHABI,PHARMACY,AL MAZROUI GROUP,02-6714007,NAJDA STREET,"Najda st. before Sana Shop, P.O. Box: 47164 A. Dhabi"
PAUH177,✔,✔,✔,✔,✔,✔,✔,AL MULLA PHARMACY,Al Mulla Pharmacy - Al Muroor,ABU DHABI,PHARMACY,FUTURE MC,02-4487740,MUROOR STREET,"Al Mulla Pharmacy Building, Ground Floor, Near KFC, Opposite to Pakistani School, Muroor Street, Abu  Dhabi, UAE, P.O. Box:70936"
PAUH180,✔,✔,✔,✔,✔,✔,✔,AL MUROJ PHARMACY,Al Muroj Pharmacy,ABU DHABI,PHARMACY,-,02-6279229,AL KABRATH BANIYAS WEST,"Al Kabrath Baniyas West Abu Dhabi, UAE, P.O. Box:93708"
PAUH089,✔,✔,✔,✔,✔,✖,✖,Al Mushrif Healthcare Center Pharmacy,مركز صحه لفحص الاقامه,ABU DHABI,PHARMACY,SEHA,02- 8191568,AHS,Mushrif Area  Airport Road nearby Al-Nahda School AUH
PAUH197,✔,✔,✔,✔,✔,✔,✔,AL NAJAH PHARMACY,Al Najah Pharmacy,ABU DHABI,PHARMACY,-,02-6744832,TOURIST CLUB,"Mina street near capital hotel tourist club area , Shop no 03, P.O. Box:27148, ABU DHABI"
BA24,✔,✔,✔,✔,✔,✖,✖,AL NOOR PHARMACY - AL MUSSAFAH 2,Al Noor Pharmacy,ABU DHABI,PHARMACY,MEDICLINIC - AL NOOR GROUP,02-4066868,MUSAFFAH,"Mussafah, P.O. Box: 46713 A. Dhabi"
PAD1292,✔,✔,✔,✔,✔,✖,✖,AL RAHBA HOSPITAL IN PHARMACY,Seha - Al Rahba Hospital(Pharmacy),ABU DHABI,PHARMACY,SEHA,02-5064444,AL RAHBA,Al Rahba Hospital
PAUH164,✔,✔,✔,✔,✔,✖,✖,AL RAHBA HOSPITAL PHARMACY-OUTPATIENT PHARMACY,Seha - Al Rahba Hospital(Pharmacy),ABU DHABI,PHARMACY,SEHA,02-5064444,AL RAHBA,Middle Region Al Shahama Street Al Rahba AUH
BA33,✔,✔,✔,✔,✔,✔,✔,AL REDHA PHARMACY,Al Rida Pharmacy,ABU DHABI,PHARMACY,AL AHALIA MEDICAL GROUP,02-6766125,NAJDA STREET,Najatha Street Opp. National Cinema
PAUH083,✔,✔,✔,✔,✔,✖,✖,AL ROWDA HEALTHCARE CENTER PHARMACY,Seha Clinics Al Rowda عيادات صحة الروضة(Pharmacy),ABU DHABI,PHARMACY,SEHA,02 711 0491,AHS,Al Karamah  St. Abu Dhabi
PAUH098,✖,✖,✖,✖,✖,✔,✔,AL SAHAB PHARMACY,Al Sahab Pharmacy,ABU DHABI,PHARMACY,-,02-6771027,TOURIST CLUB AREA,"OLD AL SABAH BUILDING,BEHIND AL SALAMA HOSPITAL, SALAM STREET, P.O. Box: 46229  ABUDHABI"
BA43,✔,✔,✔,✖,✖,✖,✖,AL SALAMA HOSPITAL PHARMACY,"Medicina Pharmacy - Al Salama Hospital Tourist Club Area, Abu Dhabi",ABU DHABI,PHARMACY,MEDICINA GROUP,02-6966777,HAMDAN STREET,"Abdulla Nuwais, Hamdan Street, Tourist Club Area, P.O. Box: 46266, Abu Dhabi"
BA44,✔,✔,✔,✔,✖,✖,✖,AL SALAMA ONE DAY SURGERY CENTER PHARMACY,"Medicina Pharmacy - Al Salama One Day Surgery Center, Baniyas East, Abu Dhabi",ABU DHABI,PHARMACY,MEDICINA GROUP,02-5047900,BANIYAS,"Baniyas East, Abu Dhabi, P.O. Box: 46266, Abu Dhabi"
PAUH126,✔,✔,✔,✔,✔,✖,✖,AL SAMHA HEALTHCARE CENTER PHARMACY,Seha Clinics Al Samha عيادات صحة السمحة,ABU DHABI,PHARMACY,SEHA,02-811 6391,AL SAMHA,Al Nahda West Abu Dhabi-Al Ain Road Abu Dhabi
PAD1347,✔,✔,✔,✔,✔,✖,✖,Al Shamkha Healthcare Center Pharamacy,Seha Clinics Al Shamkha عيادات صحة الشامخة,ABU DHABI,PHARMACY,SEHA,02-811 4654,SWEIHAN ROAD,Area 20 31st St. Abu Dhabi-Sweihan Road Shamka
SEHA79,✔,✔,✔,✖,✖,✖,✖,AL SHAMKHA HEALTHCARE CENTER PHARMACY,Seha Clinics Al Shamkha عيادات صحة الشامخة,ABU DHABI,PHARMACY,SEHA,02-,AGH,", P.O. Box: 109090, Auh"
PAUH006,✔,✔,✔,✔,✔,✔,✔,AL SILA PHARMACY,Al Sila Pharmacy,ABU DHABI,PHARMACY,HALA HEALTHCARE GROUP,02-8722087,WESTERN REGION,"Al Sila, Western Region, Abu Dhabi, P.O. Box: 77537, Abu Dhabi"
PAUH047,✔,✔,✔,✔,✔,✔,✔,AL TADAWI PHARMACY,Al Tadawi Pharmacy,ABU DHABI,PHARMACY,-,02-8867077,WESTERN REGION,"New Industrial area & Madinat Zayed & Western Region, Abu  Dhabi"
BA21,✔,✔,✔,✔,✔,✔,✔,AL TAHANI PHARMACY,Al Thiqa Tahani Pharmacy,ABU DHABI,PHARMACY,TAHA GROUP,02-6338999,ELECTRA STREET,Al Danah - Zone 1 - Abu Dhabi
PAUH044,✔,✔,✔,✔,✔,✔,✔,AL THIQA AL ALMYIAH PHARMACY,Al Thiqa Al Almyiah Pharmacy - صيدلية الثقة العالمية,ABU DHABI,PHARMACY,-,02-6320809,AL FALAH STREET,908 Al Falah St - Al Danah - Zone 1 - Abu Dhabi
PAUH045,✔,✔,✔,✔,✔,✔,✔,AL THIQA AL DOWALIAH PHARMACY LLC,Al Thiqa Al Dowaliah Pharmacy - صيدلية الثقة الدولية,ABU DHABI,PHARMACY,-,02-4419283,MURROR STREET,Al Muroor - 4th Street - beside Queens Palace Hotel - Al Danah - Zone 1 - Abu Dhabi
BA45,✔,✔,✔,✔,✔,✔,✔,AL THURAYYA PHARMACY,Al Thuraya Pharmacy,ABU DHABI,PHARMACY,LAND MARK PLAZA PHARMACY,02 64 27 827,NAJDA STREET,"Najda Street, Opposite Burjeel Hospital, Abu Dhabi"
PAD1294,✔,✔,✔,✔,✔,✖,✖,AL WAGAN OUTPATIENT PHARMACY,Seha - Al Wagan Hospital(Pharmacy),ABU DHABI,PHARMACY,SEHA,03-7017809,TAWAM,2nd Street Al Wagan
BA20,✔,✔,✔,✔,✔,✔,✖,Health First Pharmacy L.L.C. - Branch 2(EX. AL WATHBA PHARMACY),Healthfirst 02 Abd - Al Wathba Pharmacy,ABU DHABI,PHARMACY,JDS-PLANET,02-5834451,BANIYAS EAST,Zayed Kamshan Almansouri Heirs BuildingBaniyas East 9Beside Cooperative SocietyBaniyas Street Abudhabi
PAD1296,✔,✔,✔,✔,✔,✖,✖,AL ZAFARANAH HEALTHCARE CENTER PHARMACY,Seha Clinics Al Zafaranah عيادات صحة الزعفرانة,ABU DHABI,PHARMACY,SEHA,02- 711 6431,AHS,Muroor RdMushrif Area - Abu Dhabi
PAUH113,✔,✔,✔,✔,✔,✔,✔,Al Zia Pharmacy,Al Zia Pharmacy,ABU DHABI,PHARMACY,ZIA MEDICAL GROUP,25529220,MOHAMED BIN ZAYED CITY,Building 87 Shabiya 12
PAUH134,✔,✔,✔,✔,✔,✔,✖,ALMANARA AL SHAWAMEKH Pharmacy,"Al Manara Pharmacy - Ssmc (Sheikh Shakhbout Medical City), صيدلية المنارة مدينة الشيخ شخبوط الطبية المنارة",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-5850131,MAKANI MALL,"MAKANI MALL, AL SHAMKAH ABU DHABI"
PAUH144,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY  AL FORZAN BRANCH 8,"Al Manara Pharmacy - Al Forsan Village, صيدلية المنارة الفرسان",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-4481850,AL FORZAN,AL FORZANVILLAGE KHALIFA CUT NEAR SPINEYS
PAUH143,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY AL REEF BRANCH 7,Al Manara Pharmacy - Al Reef Downtown صيدلية المنارة - الريف داونتاون,ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-5521603,AL REEF,AL REEF DOWNTOWN NEAR SELECT MARKET ABU DHABI
PAUH133,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY BAWABAT ALSHARQ,"Al Manara Pharmacy - Bawabat Al Sharq Mall,صيدلية المنارة بوابة الشرق مول",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-5828270,BAWABAT,"1ST FLOOR, BAWABAT AL SHARQ MALL, ABU DHABI"
PAUH132,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY BRANCH 1,"Al Manara Pharmacy Al Dhafra 1, صيدلية المنارة مدينة زايد",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-8840497,MADINAT ZAYED,"ALMARFAA, MADINAT ZAYED, ABU DHABI"
PAUH140,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY MASDAR,"Al Manara Pharmacy - Masdar City,صيدلية المنارة شمس مصدر",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6667960,MASDAR,MASDAR INSTITUTE OF SCIENCE AND TECHNOLOGY PLOT K-10 A MASDAR CITY ABU DHABI
PAUH146,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY MUROOR BRANCH 11,Al Manara Pharmacy - Muroor Coop,ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6814644,MUROOR,"MUROOR COOP,ABU DHABI"
PAUH139,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY MUSHRIF  BRANCH 4,"Al Manara Pharmacy - Al Mushrif Coop, صيدلية المنارة المشرف",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6662144,AL ARABI,AL KHALEEJ AL ARABI ST AL MUSHRIF COOPERATIVE
PAUH145,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY NEW ABU DHABI MALL BRANCH 10,"Al Manara Pharmacy - Abu Dhabi Mall, صيدلية المنارة أبوظبي مول",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6452525,ABU DHABI MALL,ABU DHABI MALL
PAUH141,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY NEW YORK UNIVERSITY BRANCH 6,"Al Manara Pharmacy - New York University, Abu Dhabi, صيدلية المنارة جامعة نيويورك",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6664325,SAADIYAT ISLAND,NEW YORK UNIVERSITY ABU DHABI CAMPUS SAADIYAT ISLAND ABU DHABI
PAUH142,✔,✔,✔,✔,✔,✔,✖,ALMANARA PHARMACY SAADIYAT-ALRAEDA,"Al Manara Pharmacy - Saadiyat Al Raeda, صيدلية المنارة سعديات 1",ABU DHABI,PHARMACY,AL MANARA GROUP OF PHARMACIES,02-6438811,SAADIYAT,SAADIYAT WAITROSE SAADIYAT BEACH ABU DHABI
PAUH152,✔,✔,✔,✔,✔,✔,✔,Alpha Care Pharmacy L L C,Nmc Alpha Medical Centre & Pharmacy,ABU DHABI,PHARMACY,NMC HEALTHCARE,02-5558383,MUSAFFAH,"Al Firdous Centre,Sanayya-M3,Musaffah,Abudhabi"
BA09,✔,✔,✔,✔,✔,✔,✔,ALQASER ALAINY PHARMACY,Al Qaser Al Ainy Pharmacy,ABU DHABI,PHARMACY,-,02-6268802,LIWA STREET,"Khalifa/ Liwa Street Behind Abu Dhabi Com'l & Petroleum Exhibition, P.O. Box: 55205 A. Dhabi"
PAUH207,✔,✔,✔,✔,✔,✔,✔,ALRAWDHA PHARMACY,Medon Pharmacy - Al Rawdha Pharmacy,ABU DHABI,PHARMACY,MEDON PHARMACY GROUP,+971 2 550 5565,ELECTRA STREET,"P-805 Property No. PRP572, Behind Adnoc-NDC Building Al Danah Zone 1 E11 Abu Dhabi, UAE"
BT03,✔,✔,✔,✔,✖,✔,✔,ALTHAKHASYSIYA ALTHIQA PHARMACY L.L.C,Al Thiqa Al Dowaliah Pharmacy - صيدلية الثقة الدولية,ABU DHABI,PHARMACY,-,02-6316477,MUROOR ROAD,Al Manhal Street - beside Medor Hospital - Al Danah - Zone 1 - Abu Dhabi
PAUH186,✔,✔,✔,✔,✔,✔,✔,AMAL PHARMACY - SOLE PROPRIETORSHIP L.L.C (EX. AMAL PHARMACY),صيدلية الامل -Amal Pharmacy,ABU DHABI,PHARMACY,-,02-5833996,EAST 9,"BLDG. 33, SULTAN BAKERY BLDG., 33RD AL WA'I ST., BANIYAS East 9, Abu Dhabi"
PAUH001,✔,✔,✔,✔,✔,✔,✔,APOLLO PHARMACY LLC,Apollo Pharmacy,ABU DHABI,PHARMACY,APOLLO MEDICAL CENTRE GROUP,02 634 4747,HAMDAN STREET,Behind Rainbow steak house Hamdan Street Abu Dhabi
PAUH035,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group  LLC- Branch of Abudhabi 4,"Aster Pharmacy - Defense Road,Near Nepali Embassy, Abu Dhabi (Auh 4)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-4478482,DEFENSE ROAD,Shop No 7&8Bodebis building Defense Road Deyyar
PAD1479,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C  Abu Dhabi Branch 11,"Aster Pharmacy - Airport Road, Abu Dhabi (Auh 11)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6274688,AIRPORT ROAD,Shop No.2 Building No.193 next to ADNOC Petrol Station Sector E 18_01 Airport Road Abu Dhabi UAE
PAD1597,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C - Abu Dhabi Branch 15,"Aster Pharmacy - Al Nahyan, Abu Dhabi (Auh 15)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6431619,HAMDAN BIN HAMAD STREET,37 Al Rawnaq StreetMufleh Ayed Hamed Building Al Nahyan
PAD1596,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C - Branch of Abu Dhabi 14,"Aster Pharmacy - Al Danah, Abu Dhabi (Auh 14)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6350204,AL DANAH,721Al Meraikhi Trading Building Hamdan Bin Mohammed StBeside Choithrams Supermarket Al Danah
PAD1594,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C (Branch of Dubai) Branch of Abu Dhabi 12,"Aster Pharmacy - Abu Bakr Al Sidiq, Abu Dhabi (Auh 12)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,03-7620142,CENTRAL DISTRICT,Shop N0.118Plot No-113 Hamama bint Saif Almazrooi's building Abu Baker Al Siddiq Stopposite Baby Mart Shop Central District Al Ain
PAD1478,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C Branch Abu Dhabi 10,"Aster Pharmacy - Electra St., Nr. City Seasons Hotel, Abu Dhabi (Auh 10)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-8868770,ELECTRA STREET,Heirs of Darwish Bin Ahmed Building Shop No:005 Zayed 1st St Electra Street Abudhabi UAE
PAUH079,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C- Branch of Abu Dhabi 6,Aster Pharmacy - Musaffah Shabiya (Auh 6),ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-5502429,MUSAFFAH,Shabiya#10 Near to Joy Alukas Jewelry Musaffah
PAUH214,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C- Branch of Abu Dhabi 7,"Aster Pharmacy - Al Shaheen Complex, Khalidiya (Auh 7)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6395140,KHALIDIYA,Al Shaheen Complex  Near Chothram Super marketKhalidiya Abu Dhabi
PAUH080,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C- Branch of Abu Dhabi 8,"Aster Pharmacy - Electra Street, Abu Dhabi (Auh 8)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6711831,ELECTRA STREET,Canon Building Electra Street Next to CBI bank building
PAD1480,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacies Group L.L.C Branch of Abu Dhabi 9,Aster Pharmacies Group L.L.C Branch Of Abu Dhabi 9,ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-8869464,MUROOR ROAD,Shop 2 Building 139 Al wathiq street Sultan bin zayed the first  Beside zehrat lebanon Muroor road Abudhabi
PAUH015,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACIES GROUP LLC - BRANCH OF ABU DHABI 1,"Aster Pharmacy - Al Falah, Abu Dhabi (Auh 1)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6437625,AL FALAH,Al Hamed Building Al Falah Street Blue Diamond  Behind Jumbo Electronics
PAUH016,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACIES GROUP LLC - BRANCH OF ABU DHABI 3,"Aster Pharmacy - Hamdan Street, Abu Dhabi (Auh 3)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6229870,HAMDAN,Building No. EC –C-19 Hamdan Street Near to LULU International Exchange
PAD1595,✔,✔,✔,✔,✔,✔,✔,Aster pharmacies Group LLC Branch Abudhabi 13,"Aster Pharmacy - Al Falah St., Abu Dhabi (Auh 13)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-5858396,AL DANA EAST,Shop No-3C57Darwish Bin Ahmed BuildingAl Falah Street Al Dana east  Beside Taha Medical Center Abu Dhabi UAE
PAUH076,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACIES GROUP LLC -BRANCH OF ABU DHABI 5,"Aster Pharmacy - Elektra Street, Abu Dhabi (Auh 5)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-4489240,ELECTRA RD,Building No 7 Zayed Street Electra
PAUH029,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACIES GROUP LLC-BRANCH OF ABU DHABI 2,"Aster Clinic, Khalidiya, Abu Dhabi",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-6279989,KHALIDIYA,Plot C88 section W9ICT united square next to khalidiya mall Mubarak bin mohammad street Khalidiya Abu Dhabi
PAUH034,✔,✔,✔,✔,✔,✔,✔,ASTER PHARMACY LLC,"Aster Pharmacy - Musaffah 9, Safeer Mall (Farmacia Home)",ABU DHABI,PHARMACY,DM HEALTHCARE LLC,02-5529395,MUSSAFAH,SafeerMall Mussafah
BB07,✔,✔,✔,✔,✔,✔,✖,IBN NAFEES MEDICAL CENTER PHARMACY L.L.C (EX. BABIL PHARMACY),Ibn Nafees Medical Center Pharmacy,ABU DHABI,PHARMACY,Dublin Health Services Management,02-6349500,NAJDA STREET,"National Bank of Oman Bldg., Najda St., P.O. Box: 41503 A. Dhabi"
PAUH062,✔,✔,✔,✔,✔,✔,✔,BAIN AL QASRAIN PHARMACY,Bain Al Qasrain Pharmacy,ABU DHABI,PHARMACY,MEDICINA GROUP,056-5049684,ADNEC,Neeshan St - Madinat Al Riyad - SHS 16 - Abu Dhabi
PAUH199,✔,✔,✔,✔,✔,✔,✔,BANGASH PHARMACY - LLC,Bangash Pharmacy,ABU DHABI,PHARMACY,AL FARHAN MC,25834217,BANIYAS,BANIYAS EAST-9  BEHIND AL SULATNA BAKERY
PAUH088,✔,✔,✔,✔,✔,✖,✖,BANIYAS HEALTHCARE CENTER PHARMACY,Baniyas Healthcare Center Pharmacy,ABU DHABI,PHARMACY,SEHA,02-8779215,AHS,East Baniyas Mafraq area behind Mafraq  Bridge  Civil Def AUH
PAUH171,✔,✔,✔,✔,✔,✔,✔,BAREEN PHARMACY,Bareen Pharmacy صيدلية بارين,ABU DHABI,PHARMACY,NMC HEALTHCARE,02-5545555,MBZ CITY,"MBZ CITY, P.O. Box:108727, ABUDHABI"
BB04,✔,✔,✔,✔,✔,✔,✔,BASSEM PHARMACY,Bassem Pharmacy,ABU DHABI,PHARMACY,-,02-4465468,ELECTRA STREET,"Electra St. next to Baskin Robins, P.O. Box: 4765 A. Dhabi"
PAUH096,✖,✖,✖,✖,✖,✔,✔,BEAUTY TRICK PHARMACY LLC,Beauty Trick Pharmacy,ABU DHABI,PHARMACY,-,02-6223477,KARAMA STREET,"BEAUTY TRICK MEDICAL CENTRE BUILDING, KARAMA STREET, p.o. box :53638, ABUDHABI"
PAUH170,✔,✔,✔,✔,✔,✔,✔,BENEFICIAL PHARMACY LLC,Beneficial Pharmacy,ABU DHABI,PHARMACY,-,97125466025,MUSSAFAH,"KHALFAN KHALIFA DARWISH AL MAZROUI BUILDING, SANAYA 37, MUSSAFAH, ABU DHABI"
BB09,✔,✔,✔,✔,✔,✔,✔,BETTER LIFE PHARMACY,Better Life Pharmacy,ABU DHABI,PHARMACY,AL AHALIA MEDICAL GROUP,02-5506693,AL CORNICHE,Musaffah ICAD Near Fathima Supermarket
PAUH003,✔,✔,✔,✔,✔,✔,✔,BETTER LIFE PHARMACY LLC BRANCH 1,Better Life Pharmacy Brnch-1,ABU DHABI,PHARMACY,AL AHALIA MEDICAL GROUP,02-6222230,AIRPORT ROAD,Corniche Road
PAUH225,✔,✔,✔,✔,✔,✔,✔,BIDA MUTAWA CLINIC O.P. PHARMACY,Bida Mutawa Clinic O.P. Pharmacy,ABU DHABI,PHARMACY,SEHA,02-8070000,WESTERN REGION,Ghayathi Area Abu Dhabi
PAD1207,✔,✔,✔,✔,✔,✔,✔,BIN  SINA DELMA MALL NEW PHARMACY,Binsina Pharmacy Dalma Mall,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-5512138,DELMA MALL NEW 3 (1ST FLOOR),"Al Maha St, Yas Mall Ground Floor - Abu Dhabi"
PAD1208,✔,✔,✔,✔,✔,✔,✔,BIN  SINA DELMA MALL PHARMACY,Bin  Sina Delma Mall Pharmacy,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-5512385,"DELMA MALL 1 (GR,FLOOR)","19th St, Dalma Mall First Floor - Abu Dhabi"
BB08,✔,✔,✔,✔,✔,✔,✔,BIN SINA - AL MUROOR PHARMACY,Binsina Pharmacy Al Muroor,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-4498140,MUROOR ROAD,"Al Muroor Street, P.O. Box: 11245 Dubai (main)"
BB05,✔,✔,✔,✔,✔,✔,✔,BIN SINA - DANA PLAZA PHARMACY,Binsina Pharmacy Dana Plaza,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-6669240,KHALIDYA STREET,"Dana Plaza Bldg., Khalidya, P.O. Box: 11245 Dubai (main)"
PAD1184,✔,✔,✔,✔,✔,✔,✔,BIN SINA AL KHALIDIYA PHARMACY,Binsina Pharmacy Al Khalidiyah,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-6395246,KHALIDIYA,Al khalidya Spaar - Abu Dhabi
PAD1210,✔,✔,✔,✔,✔,✔,✔,BIN SINA BANIYAS PHARMACY,Binsina Pharmacy Bawabat Al Sharq Mall,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-5868724,BAWABAT AL SHARQ MALL,Mall - First Floor - Bawabat Al Sharq - Abu Dhabi
PAD1212,✔,✔,✔,✔,✔,✔,✔,BIN SINA DUTY FREE PHARMACY,Bin Sina Duty Free Pharmacy,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-5757316,ABU DHABI DUTY FREE,Abu Dhabi Duty Free - Abu Dhabi
PAD1179,✔,✔,✔,✔,✔,✔,✔,BIN SINA PARAGON MALL PHARMACY,Binsina Pharmacy Paragon Bay Mall,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-6585203,PARAGON BAY,"07, Three Sixty Real Estate Management Building: Abu Dhabi Island, Al Reem Island - Paragon Mall - D, ABU DHABI"
BB02,✔,✔,✔,✔,✔,✔,✔,BIN SINA PHARMACY,Binsina Pharmacy Marina Mall | صيدلية ابن سينا مارينا مول,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-6815630,MARINA MALL,"Marina Mall, P.O. Box: 11245 Dubai (main)"
PAD1198,✔,✔,✔,✔,✔,✔,✔,BIN SINA PHARMACY - BRANCH 9,Binsina Pharmacy The Galleria,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-4919745,GALLERIA SOWWAH SQUARE,"Al Falah St, The Galleria Level 2, R2 Parking - Abu Dhabi"
PAD1193,✔,✔,✔,✔,✔,✔,✔,BIN SINA PHARMACY AL MARYAH ISLAND,Binsina Pharmacy Al Maryah Central,ABU DHABI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,02-5467164,AL MARAYA CENTER,"Al Falah St, The Galleria Level 2, R2 Parking - Abu Dhabi"
PAUH0248,✔,✔,✔,✔,✔,✔,✔,BLUE OCEAN PHARMACY,Blue Ocean Pharmacy,ABU DHABI,PHARMACY,-,25532323,MOHAMED BIN ZAYED CITY,Abu Dhabi-Musaffah Shabiya ME10-Mohamed Bin Zayed City
BB13,✔,✔,✔,✔,✔,✔,✔,BRIGHT POINT PHARMACY LLC,Brightpoint Pharmacy,ABU DHABI,PHARMACY,NMC HEALTHCARE,02-5558825,AL JAZIRA SPORTS & CULTURE CLUB,"Commercial Tower B, Al Jazira Sports & Culture Club, Plot No. 36, Area No.E/22/02, Abu Dhabi, P.O. Box: 36856, Abu Dhabi (Head Offce)"
